Country,Event month,Event Type,Fatalities
Denmark,2023-04-01,Violence against civilians,0
Dominican Republic,2023-04-01,Battles,0
Dominican Republic,2023-04-01,Explosions/Remote violence,0
Dominican Republic,2023-04-01,Protests,0
Dominican Republic,2023-04-01,Riots,0
Dominican Republic,2023-04-01,Strategic developments,0
Dominican Republic,2023-04-01,Violence against civilians,0
East Timor,2023-04-01,Battles,0
East Timor,2023-04-01,Explosions/Remote violence,0
East Timor,2023-04-01,Protests,0
East Timor,2023-04-01,Riots,0
East Timor,2023-04-01,Strategic developments,0
East Timor,2023-04-01,Violence against civilians,0
Ecuador,2023-04-01,Battles,0
Ecuador,2023-04-01,Explosions/Remote violence,0
Ecuador,2023-04-01,Protests,0
Ecuador,2023-04-01,Riots,1
Ecuador,2023-04-01,Strategic developments,0
Ecuador,2023-04-01,Violence against civilians,0
Estonia,2023-04-01,Battles,0
Estonia,2023-04-01,Explosions/Remote violence,0
Estonia,2023-04-01,Protests,0
Estonia,2023-04-01,Riots,0
Estonia,2023-04-01,Strategic developments,0
Estonia,2023-04-01,Violence against civilians,0
Finland,2023-04-01,Battles,0
Finland,2023-04-01,Explosions/Remote violence,0
Finland,2023-04-01,Protests,0
Finland,2023-04-01,Riots,0
Finland,2023-04-01,Strategic developments,0
Finland,2023-04-01,Violence against civilians,0
France,2023-04-01,Battles,0
France,2023-04-01,Explosions/Remote violence,0
France,2023-04-01,Protests,0
France,2023-04-01,Riots,0
France,2023-04-01,Strategic developments,0
France,2023-04-01,Violence against civilians,0
French Guiana,2023-04-01,Battles,0
French Guiana,2023-04-01,Explosions/Remote violence,0
French Guiana,2023-04-01,Protests,0
French Guiana,2023-04-01,Riots,0
French Guiana,2023-04-01,Strategic developments,0
French Guiana,2023-04-01,Violence against civilians,0
French Polynesia,2023-04-01,Battles,0
French Polynesia,2023-04-01,Explosions/Remote violence,0
French Polynesia,2023-04-01,Protests,0
French Polynesia,2023-04-01,Riots,0
French Polynesia,2023-04-01,Strategic developments,0
French Polynesia,2023-04-01,Violence against civilians,0
Gabon,2023-04-01,Battles,0
Gabon,2023-04-01,Explosions/Remote violence,0
Gabon,2023-04-01,Protests,0
Gabon,2023-04-01,Riots,0
Gabon,2023-04-01,Strategic developments,0
Gabon,2023-04-01,Violence against civilians,0
Georgia,2023-04-01,Battles,0
Georgia,2023-04-01,Explosions/Remote violence,0
Georgia,2023-04-01,Protests,0
Georgia,2023-04-01,Riots,0
Georgia,2023-04-01,Strategic developments,0
Georgia,2023-04-01,Violence against civilians,0
Germany,2023-04-01,Battles,0
Germany,2023-04-01,Explosions/Remote violence,0
Germany,2023-04-01,Protests,0
Germany,2023-04-01,Riots,0
Germany,2023-04-01,Strategic developments,0
Germany,2023-04-01,Violence against civilians,0
Ghana,2023-04-01,Battles,1
Ghana,2023-04-01,Explosions/Remote violence,0
Ghana,2023-04-01,Protests,0
Ghana,2023-04-01,Riots,10
Ghana,2023-04-01,Strategic developments,0
Ghana,2023-04-01,Violence against civilians,9
Guadeloupe,2023-04-01,Battles,0
Guadeloupe,2023-04-01,Explosions/Remote violence,0
Guadeloupe,2023-04-01,Protests,0
Guadeloupe,2023-04-01,Riots,0
Guadeloupe,2023-04-01,Strategic developments,0
Guadeloupe,2023-04-01,Violence against civilians,0
Guinea,2023-04-01,Battles,1
Guinea,2023-04-01,Explosions/Remote violence,0
Guinea,2023-04-01,Protests,0
Guinea,2023-04-01,Riots,1
Guinea,2023-04-01,Strategic developments,0
Guinea,2023-04-01,Violence against civilians,4
Guinea-Bissau,2023-04-01,Battles,0
Guinea-Bissau,2023-04-01,Explosions/Remote violence,0
Guinea-Bissau,2023-04-01,Protests,0
Guinea-Bissau,2023-04-01,Riots,0
Guinea-Bissau,2023-04-01,Strategic developments,0
Guinea-Bissau,2023-04-01,Violence against civilians,0
Hungary,2023-04-01,Battles,0
Hungary,2023-04-01,Explosions/Remote violence,0
Hungary,2023-04-01,Protests,0
Hungary,2023-04-01,Riots,0
Hungary,2023-04-01,Strategic developments,0
Hungary,2023-04-01,Violence against civilians,0
Iceland,2023-04-01,Battles,0
Iceland,2023-04-01,Explosions/Remote violence,0
Iceland,2023-04-01,Protests,0
Iceland,2023-04-01,Riots,0
Iceland,2023-04-01,Strategic developments,0
Iceland,2023-04-01,Violence against civilians,0
Ireland,2023-04-01,Battles,0
Ireland,2023-04-01,Explosions/Remote violence,0
Ireland,2023-04-01,Protests,0
Ireland,2023-04-01,Riots,0
Ireland,2023-04-01,Strategic developments,0
Ireland,2023-04-01,Violence against civilians,0
Israel,2023-04-01,Battles,0
Israel,2023-04-01,Explosions/Remote violence,0
Israel,2023-04-01,Protests,0
Israel,2023-04-01,Riots,0
Israel,2023-04-01,Strategic developments,0
Israel,2023-04-01,Violence against civilians,4
Italy,2023-04-01,Battles,0
Italy,2023-04-01,Explosions/Remote violence,0
Italy,2023-04-01,Protests,0
Italy,2023-04-01,Riots,0
Italy,2023-04-01,Strategic developments,0
Italy,2023-04-01,Violence against civilians,0
Ivory Coast,2023-04-01,Battles,0
Ivory Coast,2023-04-01,Explosions/Remote violence,0
Ivory Coast,2023-04-01,Protests,0
Ivory Coast,2023-04-01,Riots,0
Ivory Coast,2023-04-01,Strategic developments,0
Ivory Coast,2023-04-01,Violence against civilians,0
Japan,2023-04-01,Battles,0
Japan,2023-04-01,Explosions/Remote violence,0
Japan,2023-04-01,Protests,0
Japan,2023-04-01,Riots,0
Japan,2023-04-01,Strategic developments,0
Japan,2023-04-01,Violence against civilians,0
Jordan,2023-04-01,Battles,0
Jordan,2023-04-01,Explosions/Remote violence,0
Jordan,2023-04-01,Protests,0
Jordan,2023-04-01,Riots,0
Jordan,2023-04-01,Strategic developments,0
Jordan,2023-04-01,Violence against civilians,0
Kazakhstan,2023-04-01,Battles,0
Kazakhstan,2023-04-01,Explosions/Remote violence,0
Kazakhstan,2023-04-01,Protests,0
Kazakhstan,2023-04-01,Riots,0
Kazakhstan,2023-04-01,Strategic developments,0
Kazakhstan,2023-04-01,Violence against civilians,0
Kosovo,2023-04-01,Battles,0
Kosovo,2023-04-01,Explosions/Remote violence,0
Kosovo,2023-04-01,Protests,0
Kosovo,2023-04-01,Riots,0
Kosovo,2023-04-01,Strategic developments,0
Kosovo,2023-04-01,Violence against civilians,0
Kyrgyzstan,2023-04-01,Battles,0
Kyrgyzstan,2023-04-01,Explosions/Remote violence,0
Kyrgyzstan,2023-04-01,Protests,0
Kyrgyzstan,2023-04-01,Riots,0
Kyrgyzstan,2023-04-01,Strategic developments,0
Kyrgyzstan,2023-04-01,Violence against civilians,0
Latvia,2023-04-01,Battles,0
Latvia,2023-04-01,Explosions/Remote violence,0
Latvia,2023-04-01,Protests,0
Latvia,2023-04-01,Riots,0
Latvia,2023-04-01,Strategic developments,0
Latvia,2023-04-01,Violence against civilians,0
Liberia,2023-04-01,Battles,0
Liberia,2023-04-01,Explosions/Remote violence,0
Liberia,2023-04-01,Protests,0
Liberia,2023-04-01,Riots,0
Liberia,2023-04-01,Strategic developments,0
Liberia,2023-04-01,Violence against civilians,0
Lithuania,2023-04-01,Battles,0
Lithuania,2023-04-01,Explosions/Remote violence,0
Lithuania,2023-04-01,Protests,0
Lithuania,2023-04-01,Riots,0
Lithuania,2023-04-01,Strategic developments,0
Lithuania,2023-04-01,Violence against civilians,0
Luxembourg,2023-04-01,Battles,0
Luxembourg,2023-04-01,Explosions/Remote violence,0
Luxembourg,2023-04-01,Protests,0
Luxembourg,2023-04-01,Riots,0
Luxembourg,2023-04-01,Strategic developments,0
Luxembourg,2023-04-01,Violence against civilians,0
Malawi,2023-04-01,Battles,0
Malawi,2023-04-01,Explosions/Remote violence,0
Malawi,2023-04-01,Protests,0
Malawi,2023-04-01,Riots,3
Malawi,2023-04-01,Strategic developments,0
Malawi,2023-04-01,Violence against civilians,0
Malaysia,2023-04-01,Battles,0
Malaysia,2023-04-01,Explosions/Remote violence,0
Malaysia,2023-04-01,Protests,0
Malaysia,2023-04-01,Riots,0
Malaysia,2023-04-01,Strategic developments,0
Malaysia,2023-04-01,Violence against civilians,0
Maldives,2023-04-01,Battles,0
Maldives,2023-04-01,Explosions/Remote violence,0
Maldives,2023-04-01,Protests,0
Maldives,2023-04-01,Riots,0
Maldives,2023-04-01,Strategic developments,0
Maldives,2023-04-01,Violence against civilians,0
Martinique,2023-04-01,Battles,0
Martinique,2023-04-01,Explosions/Remote violence,0
Martinique,2023-04-01,Protests,0
Martinique,2023-04-01,Riots,0
Martinique,2023-04-01,Strategic developments,0
Martinique,2023-04-01,Violence against civilians,0
Mauritius,2023-04-01,Battles,0
Mauritius,2023-04-01,Explosions/Remote violence,0
Mauritius,2023-04-01,Protests,0
Mauritius,2023-04-01,Riots,0
Mauritius,2023-04-01,Strategic developments,0
Mauritius,2023-04-01,Violence against civilians,0
Mayotte,2023-04-01,Battles,0
Mayotte,2023-04-01,Explosions/Remote violence,0
Mayotte,2023-04-01,Protests,0
Mayotte,2023-04-01,Riots,0
Mayotte,2023-04-01,Strategic developments,0
Mayotte,2023-04-01,Violence against civilians,0
Moldova,2023-04-01,Battles,0
Moldova,2023-04-01,Explosions/Remote violence,0
Moldova,2023-04-01,Protests,0
Moldova,2023-04-01,Riots,0
Moldova,2023-04-01,Strategic developments,0
Moldova,2023-04-01,Violence against civilians,0
Monaco,2023-04-01,Battles,0
Monaco,2023-04-01,Explosions/Remote violence,0
Monaco,2023-04-01,Protests,0
Monaco,2023-04-01,Riots,0
Monaco,2023-04-01,Strategic developments,0
Monaco,2023-04-01,Violence against civilians,0
Mongolia,2023-04-01,Battles,0
Mongolia,2023-04-01,Explosions/Remote violence,0
Mongolia,2023-04-01,Protests,0
Mongolia,2023-04-01,Riots,0
Mongolia,2023-04-01,Strategic developments,0
Mongolia,2023-04-01,Violence against civilians,0
Montenegro,2023-04-01,Battles,0
Montenegro,2023-04-01,Explosions/Remote violence,0
Montenegro,2023-04-01,Protests,0
Montenegro,2023-04-01,Riots,0
Montenegro,2023-04-01,Strategic developments,0
Montenegro,2023-04-01,Violence against civilians,0
Namibia,2023-04-01,Battles,0
Namibia,2023-04-01,Explosions/Remote violence,0
Namibia,2023-04-01,Protests,0
Namibia,2023-04-01,Riots,0
Namibia,2023-04-01,Strategic developments,0
Namibia,2023-04-01,Violence against civilians,0
Netherlands,2023-04-01,Battles,0
Netherlands,2023-04-01,Explosions/Remote violence,0
Netherlands,2023-04-01,Protests,0
Netherlands,2023-04-01,Riots,0
Netherlands,2023-04-01,Strategic developments,0
Netherlands,2023-04-01,Violence against civilians,0
New Caledonia,2023-04-01,Battles,0
New Caledonia,2023-04-01,Explosions/Remote violence,0
New Caledonia,2023-04-01,Protests,0
New Caledonia,2023-04-01,Riots,0
New Caledonia,2023-04-01,Strategic developments,0
New Caledonia,2023-04-01,Violence against civilians,0
New Zealand,2023-04-01,Battles,0
New Zealand,2023-04-01,Explosions/Remote violence,0
New Zealand,2023-04-01,Protests,0
New Zealand,2023-04-01,Riots,0
New Zealand,2023-04-01,Strategic developments,0
New Zealand,2023-04-01,Violence against civilians,0
Nicaragua,2023-04-01,Battles,1
Nicaragua,2023-04-01,Explosions/Remote violence,0
Nicaragua,2023-04-01,Protests,0
Nicaragua,2023-04-01,Riots,0
Nicaragua,2023-04-01,Strategic developments,0
Nicaragua,2023-04-01,Violence against civilians,2
North Macedonia,2023-04-01,Battles,0
North Macedonia,2023-04-01,Explosions/Remote violence,0
North Macedonia,2023-04-01,Protests,0
North Macedonia,2023-04-01,Riots,0
North Macedonia,2023-04-01,Strategic developments,0
North Macedonia,2023-04-01,Violence against civilians,0
Norway,2023-04-01,Battles,0
Norway,2023-04-01,Explosions/Remote violence,0
Norway,2023-04-01,Protests,0
Norway,2023-04-01,Riots,0
Norway,2023-04-01,Strategic developments,0
Norway,2023-04-01,Violence against civilians,0
Panama,2023-04-01,Battles,0
Panama,2023-04-01,Explosions/Remote violence,0
Panama,2023-04-01,Protests,0
Panama,2023-04-01,Riots,0
Panama,2023-04-01,Strategic developments,0
Panama,2023-04-01,Violence against civilians,0
Papua New Guinea,2023-04-01,Battles,9
Papua New Guinea,2023-04-01,Explosions/Remote violence,0
Papua New Guinea,2023-04-01,Protests,0
Papua New Guinea,2023-04-01,Riots,3
Papua New Guinea,2023-04-01,Strategic developments,0
Papua New Guinea,2023-04-01,Violence against civilians,19
Paraguay,2023-04-01,Battles,0
Paraguay,2023-04-01,Explosions/Remote violence,0
Paraguay,2023-04-01,Protests,0
Paraguay,2023-04-01,Riots,0
Paraguay,2023-04-01,Strategic developments,0
Paraguay,2023-04-01,Violence against civilians,0
Poland,2023-04-01,Battles,0
Poland,2023-04-01,Explosions/Remote violence,0
Poland,2023-04-01,Protests,0
Poland,2023-04-01,Riots,0
Poland,2023-04-01,Strategic developments,0
Poland,2023-04-01,Violence against civilians,0
Portugal,2023-04-01,Battles,0
Portugal,2023-04-01,Explosions/Remote violence,0
Portugal,2023-04-01,Protests,0
Portugal,2023-04-01,Riots,0
Portugal,2023-04-01,Strategic developments,0
Portugal,2023-04-01,Violence against civilians,0
Reunion,2023-04-01,Battles,0
Reunion,2023-04-01,Explosions/Remote violence,0
Reunion,2023-04-01,Protests,0
Reunion,2023-04-01,Riots,0
Reunion,2023-04-01,Strategic developments,0
Reunion,2023-04-01,Violence against civilians,0
Romania,2023-04-01,Battles,0
Romania,2023-04-01,Explosions/Remote violence,0
Romania,2023-04-01,Protests,0
Romania,2023-04-01,Riots,0
Romania,2023-04-01,Strategic developments,0
Romania,2023-04-01,Violence against civilians,0
Serbia,2023-04-01,Battles,0
Serbia,2023-04-01,Explosions/Remote violence,0
Serbia,2023-04-01,Protests,0
Serbia,2023-04-01,Riots,0
Serbia,2023-04-01,Strategic developments,0
Serbia,2023-04-01,Violence against civilians,0
Singapore,2023-04-01,Battles,0
Singapore,2023-04-01,Explosions/Remote violence,0
Singapore,2023-04-01,Protests,0
Singapore,2023-04-01,Riots,0
Singapore,2023-04-01,Strategic developments,0
Singapore,2023-04-01,Violence against civilians,0
Slovakia,2023-04-01,Battles,0
Slovakia,2023-04-01,Explosions/Remote violence,0
Slovakia,2023-04-01,Protests,0
Slovakia,2023-04-01,Riots,0
Slovakia,2023-04-01,Strategic developments,0
Slovakia,2023-04-01,Violence against civilians,0
Slovenia,2023-04-01,Battles,0
Slovenia,2023-04-01,Explosions/Remote violence,0
Slovenia,2023-04-01,Protests,0
Slovenia,2023-04-01,Riots,0
Slovenia,2023-04-01,Strategic developments,0
Slovenia,2023-04-01,Violence against civilians,0
South Africa,2023-04-01,Battles,0
South Africa,2023-04-01,Explosions/Remote violence,0
South Africa,2023-04-01,Protests,0
South Africa,2023-04-01,Riots,18
South Africa,2023-04-01,Strategic developments,0
South Africa,2023-04-01,Violence against civilians,10
South Korea,2023-04-01,Battles,0
South Korea,2023-04-01,Explosions/Remote violence,0
South Korea,2023-04-01,Protests,0
South Korea,2023-04-01,Riots,0
South Korea,2023-04-01,Strategic developments,0
South Korea,2023-04-01,Violence against civilians,0
Spain,2023-04-01,Battles,0
Spain,2023-04-01,Explosions/Remote violence,0
Spain,2023-04-01,Protests,0
Spain,2023-04-01,Riots,0
Spain,2023-04-01,Strategic developments,0
Spain,2023-04-01,Violence against civilians,0
Sri Lanka,2023-04-01,Battles,0
Sri Lanka,2023-04-01,Explosions/Remote violence,0
Sri Lanka,2023-04-01,Protests,0
Sri Lanka,2023-04-01,Riots,0
Sri Lanka,2023-04-01,Strategic developments,0
Sri Lanka,2023-04-01,Violence against civilians,0
Suriname,2023-04-01,Battles,0
Suriname,2023-04-01,Explosions/Remote violence,0
Suriname,2023-04-01,Protests,0
Suriname,2023-04-01,Riots,0
Suriname,2023-04-01,Strategic developments,0
Suriname,2023-04-01,Violence against civilians,0
Sweden,2023-04-01,Battles,0
Sweden,2023-04-01,Explosions/Remote violence,0
Sweden,2023-04-01,Protests,0
Sweden,2023-04-01,Riots,0
Sweden,2023-04-01,Strategic developments,0
Sweden,2023-04-01,Violence against civilians,0
Switzerland,2023-04-01,Battles,0
Switzerland,2023-04-01,Explosions/Remote violence,0
Switzerland,2023-04-01,Protests,0
Switzerland,2023-04-01,Riots,0
Switzerland,2023-04-01,Strategic developments,0
Switzerland,2023-04-01,Violence against civilians,0
Taiwan,2023-04-01,Battles,0
Taiwan,2023-04-01,Explosions/Remote violence,0
Taiwan,2023-04-01,Protests,0
Taiwan,2023-04-01,Riots,0
Taiwan,2023-04-01,Strategic developments,0
Taiwan,2023-04-01,Violence against civilians,0
Tanzania,2023-04-01,Battles,0
Tanzania,2023-04-01,Explosions/Remote violence,0
Tanzania,2023-04-01,Protests,0
Tanzania,2023-04-01,Riots,0
Tanzania,2023-04-01,Strategic developments,0
Tanzania,2023-04-01,Violence against civilians,0
Togo,2023-04-01,Battles,0
Togo,2023-04-01,Explosions/Remote violence,0
Togo,2023-04-01,Protests,0
Togo,2023-04-01,Riots,0
Togo,2023-04-01,Strategic developments,0
Togo,2023-04-01,Violence against civilians,6
United Kingdom,2023-04-01,Battles,0
United Kingdom,2023-04-01,Explosions/Remote violence,0
United Kingdom,2023-04-01,Protests,0
United Kingdom,2023-04-01,Riots,0
United Kingdom,2023-04-01,Strategic developments,0
United Kingdom,2023-04-01,Violence against civilians,0
Uzbekistan,2023-04-01,Battles,0
Uzbekistan,2023-04-01,Explosions/Remote violence,0
Uzbekistan,2023-04-01,Protests,0
Uzbekistan,2023-04-01,Riots,0
Uzbekistan,2023-04-01,Strategic developments,0
Uzbekistan,2023-04-01,Violence against civilians,0
eSwatini,2023-04-01,Battles,0
eSwatini,2023-04-01,Explosions/Remote violence,0
eSwatini,2023-04-01,Protests,0
eSwatini,2023-04-01,Riots,0
eSwatini,2023-04-01,Strategic developments,0
eSwatini,2023-04-01,Violence against civilians,2
Christmas Island,2023-04-01,Battles,0
Christmas Island,2023-04-01,Explosions/Remote violence,0
Christmas Island,2023-04-01,Protests,0
Christmas Island,2023-04-01,Riots,0
Christmas Island,2023-04-01,Strategic developments,0
Christmas Island,2023-04-01,Violence against civilians,0
Republic of Congo,2023-04-01,Battles,0
Republic of Congo,2023-04-01,Explosions/Remote violence,0
Republic of Congo,2023-04-01,Protests,0
Republic of Congo,2023-04-01,Riots,2
Republic of Congo,2023-04-01,Strategic developments,0
Republic of Congo,2023-04-01,Violence against civilians,0
Zimbabwe,2023-04-01,Battles,0
Zimbabwe,2023-04-01,Explosions/Remote violence,0
Zimbabwe,2023-04-01,Protests,0
Zimbabwe,2023-04-01,Riots,4
Zimbabwe,2023-04-01,Strategic developments,0
Zimbabwe,2023-04-01,Violence against civilians,0
Eritrea,2023-04-01,Battles,0
Eritrea,2023-04-01,Explosions/Remote violence,0
Eritrea,2023-04-01,Protests,0
Eritrea,2023-04-01,Riots,0
Eritrea,2023-04-01,Strategic developments,0
Eritrea,2023-04-01,Violence against civilians,0
North Korea,2023-04-01,Battles,0
North Korea,2023-04-01,Explosions/Remote violence,0
North Korea,2023-04-01,Protests,0
North Korea,2023-04-01,Riots,0
North Korea,2023-04-01,Strategic developments,0
North Korea,2023-04-01,Violence against civilians,0
Samoa,2023-04-01,Battles,0
Samoa,2023-04-01,Explosions/Remote violence,0
Samoa,2023-04-01,Protests,0
Samoa,2023-04-01,Riots,0
Samoa,2023-04-01,Strategic developments,0
Samoa,2023-04-01,Violence against civilians,0
Turkmenistan,2023-04-01,Battles,0
Turkmenistan,2023-04-01,Explosions/Remote violence,0
Turkmenistan,2023-04-01,Protests,0
Turkmenistan,2023-04-01,Riots,0
Turkmenistan,2023-04-01,Strategic developments,0
Turkmenistan,2023-04-01,Violence against civilians,0
Gambia,2023-04-01,Battles,0
Gambia,2023-04-01,Explosions/Remote violence,0
Gambia,2023-04-01,Protests,0
Gambia,2023-04-01,Riots,0
Gambia,2023-04-01,Strategic developments,0
Gambia,2023-04-01,Violence against civilians,0
Anguilla,2023-04-01,Battles,0
Anguilla,2023-04-01,Explosions/Remote violence,0
Anguilla,2023-04-01,Protests,0
Anguilla,2023-04-01,Riots,0
Anguilla,2023-04-01,Strategic developments,0
Anguilla,2023-04-01,Violence against civilians,0
Bahamas,2023-04-01,Battles,0
Bahamas,2023-04-01,Explosions/Remote violence,0
