Country,Event month,Event Type,Events
French Polynesia,2022-05-01,Strategic developments,0
French Polynesia,2022-05-01,Violence against civilians,0
Gabon,2022-05-01,Battles,0
Gabon,2022-05-01,Explosions/Remote violence,0
Gabon,2022-05-01,Protests,2
Gabon,2022-05-01,Riots,0
Gabon,2022-05-01,Strategic developments,0
Gabon,2022-05-01,Violence against civilians,0
Georgia,2022-05-01,Battles,0
Georgia,2022-05-01,Explosions/Remote violence,0
Georgia,2022-05-01,Protests,56
Georgia,2022-05-01,Riots,1
Georgia,2022-05-01,Strategic developments,1
Georgia,2022-05-01,Violence against civilians,0
Germany,2022-05-01,Battles,0
Germany,2022-05-01,Explosions/Remote violence,0
Germany,2022-05-01,Protests,199
Germany,2022-05-01,Riots,6
Germany,2022-05-01,Strategic developments,2
Germany,2022-05-01,Violence against civilians,1
Ghana,2022-05-01,Battles,2
Ghana,2022-05-01,Explosions/Remote violence,0
Ghana,2022-05-01,Protests,2
Ghana,2022-05-01,Riots,12
Ghana,2022-05-01,Strategic developments,1
Ghana,2022-05-01,Violence against civilians,3
Guadeloupe,2022-05-01,Battles,0
Guadeloupe,2022-05-01,Explosions/Remote violence,0
Guadeloupe,2022-05-01,Protests,3
Guadeloupe,2022-05-01,Riots,0
Guadeloupe,2022-05-01,Strategic developments,0
Guadeloupe,2022-05-01,Violence against civilians,0
Guinea,2022-05-01,Battles,1
Guinea,2022-05-01,Explosions/Remote violence,0
Guinea,2022-05-01,Protests,1
Guinea,2022-05-01,Riots,2
Guinea,2022-05-01,Strategic developments,0
Guinea,2022-05-01,Violence against civilians,2
Guinea-Bissau,2022-05-01,Battles,0
Guinea-Bissau,2022-05-01,Explosions/Remote violence,0
Guinea-Bissau,2022-05-01,Protests,4
Guinea-Bissau,2022-05-01,Riots,0
Guinea-Bissau,2022-05-01,Strategic developments,0
Guinea-Bissau,2022-05-01,Violence against civilians,2
Hungary,2022-05-01,Battles,0
Hungary,2022-05-01,Explosions/Remote violence,0
Hungary,2022-05-01,Protests,6
Hungary,2022-05-01,Riots,0
Hungary,2022-05-01,Strategic developments,1
Hungary,2022-05-01,Violence against civilians,0
Iceland,2022-05-01,Battles,0
Iceland,2022-05-01,Explosions/Remote violence,0
Iceland,2022-05-01,Protests,4
Iceland,2022-05-01,Riots,0
Iceland,2022-05-01,Strategic developments,0
Iceland,2022-05-01,Violence against civilians,0
Ireland,2022-05-01,Battles,0
Ireland,2022-05-01,Explosions/Remote violence,0
Ireland,2022-05-01,Protests,24
Ireland,2022-05-01,Riots,0
Ireland,2022-05-01,Strategic developments,0
Ireland,2022-05-01,Violence against civilians,0
Israel,2022-05-01,Battles,0
Israel,2022-05-01,Explosions/Remote violence,0
Israel,2022-05-01,Protests,60
Israel,2022-05-01,Riots,11
Israel,2022-05-01,Strategic developments,1
Israel,2022-05-01,Violence against civilians,1
Italy,2022-05-01,Battles,0
Italy,2022-05-01,Explosions/Remote violence,0
Italy,2022-05-01,Protests,307
Italy,2022-05-01,Riots,8
Italy,2022-05-01,Strategic developments,10
Italy,2022-05-01,Violence against civilians,3
Ivory Coast,2022-05-01,Battles,2
Ivory Coast,2022-05-01,Explosions/Remote violence,0
Ivory Coast,2022-05-01,Protests,2
Ivory Coast,2022-05-01,Riots,3
Ivory Coast,2022-05-01,Strategic developments,0
Ivory Coast,2022-05-01,Violence against civilians,4
Japan,2022-05-01,Battles,0
Japan,2022-05-01,Explosions/Remote violence,0
Japan,2022-05-01,Protests,154
Japan,2022-05-01,Riots,0
Japan,2022-05-01,Strategic developments,0
Japan,2022-05-01,Violence against civilians,0
Jordan,2022-05-01,Battles,1
Jordan,2022-05-01,Explosions/Remote violence,0
Jordan,2022-05-01,Protests,26
Jordan,2022-05-01,Riots,1
Jordan,2022-05-01,Strategic developments,0
Jordan,2022-05-01,Violence against civilians,0
Kazakhstan,2022-05-01,Battles,0
Kazakhstan,2022-05-01,Explosions/Remote violence,0
Kazakhstan,2022-05-01,Protests,74
Kazakhstan,2022-05-01,Riots,0
Kazakhstan,2022-05-01,Strategic developments,0
Kazakhstan,2022-05-01,Violence against civilians,1
Kosovo,2022-05-01,Battles,0
Kosovo,2022-05-01,Explosions/Remote violence,0
Kosovo,2022-05-01,Protests,15
Kosovo,2022-05-01,Riots,0
Kosovo,2022-05-01,Strategic developments,0
Kosovo,2022-05-01,Violence against civilians,1
Kyrgyzstan,2022-05-01,Battles,0
Kyrgyzstan,2022-05-01,Explosions/Remote violence,0
Kyrgyzstan,2022-05-01,Protests,32
Kyrgyzstan,2022-05-01,Riots,1
Kyrgyzstan,2022-05-01,Strategic developments,0
Kyrgyzstan,2022-05-01,Violence against civilians,1
Latvia,2022-05-01,Battles,0
Latvia,2022-05-01,Explosions/Remote violence,0
Latvia,2022-05-01,Protests,4
Latvia,2022-05-01,Riots,0
Latvia,2022-05-01,Strategic developments,0
Latvia,2022-05-01,Violence against civilians,0
Liberia,2022-05-01,Battles,0
Liberia,2022-05-01,Explosions/Remote violence,0
Liberia,2022-05-01,Protests,1
Liberia,2022-05-01,Riots,1
Liberia,2022-05-01,Strategic developments,1
Liberia,2022-05-01,Violence against civilians,1
Lithuania,2022-05-01,Battles,0
Lithuania,2022-05-01,Explosions/Remote violence,0
Lithuania,2022-05-01,Protests,5
Lithuania,2022-05-01,Riots,0
Lithuania,2022-05-01,Strategic developments,0
Lithuania,2022-05-01,Violence against civilians,0
Luxembourg,2022-05-01,Battles,0
Luxembourg,2022-05-01,Explosions/Remote violence,0
Luxembourg,2022-05-01,Protests,2
Luxembourg,2022-05-01,Riots,0
Luxembourg,2022-05-01,Strategic developments,0
Luxembourg,2022-05-01,Violence against civilians,0
Malawi,2022-05-01,Battles,0
Malawi,2022-05-01,Explosions/Remote violence,0
Malawi,2022-05-01,Protests,8
Malawi,2022-05-01,Riots,12
Malawi,2022-05-01,Strategic developments,0
Malawi,2022-05-01,Violence against civilians,2
Malaysia,2022-05-01,Battles,0
Malaysia,2022-05-01,Explosions/Remote violence,0
Malaysia,2022-05-01,Protests,11
Malaysia,2022-05-01,Riots,0
Malaysia,2022-05-01,Strategic developments,3
Malaysia,2022-05-01,Violence against civilians,0
Maldives,2022-05-01,Battles,0
Maldives,2022-05-01,Explosions/Remote violence,0
Maldives,2022-05-01,Protests,7
Maldives,2022-05-01,Riots,0
Maldives,2022-05-01,Strategic developments,0
Maldives,2022-05-01,Violence against civilians,0
Martinique,2022-05-01,Battles,0
Martinique,2022-05-01,Explosions/Remote violence,0
Martinique,2022-05-01,Protests,1
Martinique,2022-05-01,Riots,0
Martinique,2022-05-01,Strategic developments,0
Martinique,2022-05-01,Violence against civilians,0
Mauritius,2022-05-01,Battles,0
Mauritius,2022-05-01,Explosions/Remote violence,0
Mauritius,2022-05-01,Protests,14
Mauritius,2022-05-01,Riots,1
Mauritius,2022-05-01,Strategic developments,0
Mauritius,2022-05-01,Violence against civilians,4
Mayotte,2022-05-01,Battles,0
Mayotte,2022-05-01,Explosions/Remote violence,0
Mayotte,2022-05-01,Protests,0
Mayotte,2022-05-01,Riots,0
Mayotte,2022-05-01,Strategic developments,0
Mayotte,2022-05-01,Violence against civilians,0
Moldova,2022-05-01,Battles,0
Moldova,2022-05-01,Explosions/Remote violence,1
Moldova,2022-05-01,Protests,17
Moldova,2022-05-01,Riots,1
Moldova,2022-05-01,Strategic developments,7
Moldova,2022-05-01,Violence against civilians,0
Monaco,2022-05-01,Battles,0
Monaco,2022-05-01,Explosions/Remote violence,0
Monaco,2022-05-01,Protests,0
Monaco,2022-05-01,Riots,0
Monaco,2022-05-01,Strategic developments,0
Monaco,2022-05-01,Violence against civilians,0
Mongolia,2022-05-01,Battles,0
Mongolia,2022-05-01,Explosions/Remote violence,0
Mongolia,2022-05-01,Protests,16
Mongolia,2022-05-01,Riots,0
Mongolia,2022-05-01,Strategic developments,0
Mongolia,2022-05-01,Violence against civilians,0
Montenegro,2022-05-01,Battles,0
Montenegro,2022-05-01,Explosions/Remote violence,0
Montenegro,2022-05-01,Protests,39
Montenegro,2022-05-01,Riots,0
Montenegro,2022-05-01,Strategic developments,0
Montenegro,2022-05-01,Violence against civilians,0
Namibia,2022-05-01,Battles,0
Namibia,2022-05-01,Explosions/Remote violence,0
Namibia,2022-05-01,Protests,11
Namibia,2022-05-01,Riots,2
Namibia,2022-05-01,Strategic developments,0
Namibia,2022-05-01,Violence against civilians,0
Netherlands,2022-05-01,Battles,0
Netherlands,2022-05-01,Explosions/Remote violence,0
Netherlands,2022-05-01,Protests,37
Netherlands,2022-05-01,Riots,0
Netherlands,2022-05-01,Strategic developments,0
Netherlands,2022-05-01,Violence against civilians,0
New Caledonia,2022-05-01,Battles,0
New Caledonia,2022-05-01,Explosions/Remote violence,0
New Caledonia,2022-05-01,Protests,8
New Caledonia,2022-05-01,Riots,0
New Caledonia,2022-05-01,Strategic developments,0
New Caledonia,2022-05-01,Violence against civilians,0
New Zealand,2022-05-01,Battles,0
New Zealand,2022-05-01,Explosions/Remote violence,0
New Zealand,2022-05-01,Protests,29
New Zealand,2022-05-01,Riots,1
New Zealand,2022-05-01,Strategic developments,0
New Zealand,2022-05-01,Violence against civilians,0
Nicaragua,2022-05-01,Battles,1
Nicaragua,2022-05-01,Explosions/Remote violence,0
Nicaragua,2022-05-01,Protests,1
Nicaragua,2022-05-01,Riots,0
Nicaragua,2022-05-01,Strategic developments,4
Nicaragua,2022-05-01,Violence against civilians,1
North Macedonia,2022-05-01,Battles,0
North Macedonia,2022-05-01,Explosions/Remote violence,0
North Macedonia,2022-05-01,Protests,10
North Macedonia,2022-05-01,Riots,0
North Macedonia,2022-05-01,Strategic developments,1
North Macedonia,2022-05-01,Violence against civilians,0
Norway,2022-05-01,Battles,0
Norway,2022-05-01,Explosions/Remote violence,0
Norway,2022-05-01,Protests,76
Norway,2022-05-01,Riots,0
Norway,2022-05-01,Strategic developments,0
Norway,2022-05-01,Violence against civilians,0
Panama,2022-05-01,Battles,0
Panama,2022-05-01,Explosions/Remote violence,0
Panama,2022-05-01,Protests,70
Panama,2022-05-01,Riots,10
Panama,2022-05-01,Strategic developments,1
Panama,2022-05-01,Violence against civilians,0
Papua New Guinea,2022-05-01,Battles,5
Papua New Guinea,2022-05-01,Explosions/Remote violence,0
Papua New Guinea,2022-05-01,Protests,5
Papua New Guinea,2022-05-01,Riots,6
Papua New Guinea,2022-05-01,Strategic developments,0
Papua New Guinea,2022-05-01,Violence against civilians,4
Paraguay,2022-05-01,Battles,0
Paraguay,2022-05-01,Explosions/Remote violence,0
Paraguay,2022-05-01,Protests,49
Paraguay,2022-05-01,Riots,1
Paraguay,2022-05-01,Strategic developments,2
Paraguay,2022-05-01,Violence against civilians,1
Poland,2022-05-01,Battles,0
Poland,2022-05-01,Explosions/Remote violence,0
Poland,2022-05-01,Protests,87
Poland,2022-05-01,Riots,11
Poland,2022-05-01,Strategic developments,34
Poland,2022-05-01,Violence against civilians,0
Portugal,2022-05-01,Battles,0
Portugal,2022-05-01,Explosions/Remote violence,0
Portugal,2022-05-01,Protests,39
Portugal,2022-05-01,Riots,0
Portugal,2022-05-01,Strategic developments,0
Portugal,2022-05-01,Violence against civilians,0
Reunion,2022-05-01,Battles,0
Reunion,2022-05-01,Explosions/Remote violence,0
Reunion,2022-05-01,Protests,7
Reunion,2022-05-01,Riots,1
Reunion,2022-05-01,Strategic developments,0
Reunion,2022-05-01,Violence against civilians,0
Romania,2022-05-01,Battles,0
Romania,2022-05-01,Explosions/Remote violence,0
Romania,2022-05-01,Protests,20
Romania,2022-05-01,Riots,0
Romania,2022-05-01,Strategic developments,0
Romania,2022-05-01,Violence against civilians,0
Serbia,2022-05-01,Battles,0
Serbia,2022-05-01,Explosions/Remote violence,0
Serbia,2022-05-01,Protests,19
Serbia,2022-05-01,Riots,0
Serbia,2022-05-01,Strategic developments,1
Serbia,2022-05-01,Violence against civilians,0
Singapore,2022-05-01,Battles,0
Singapore,2022-05-01,Explosions/Remote violence,0
Singapore,2022-05-01,Protests,1
Singapore,2022-05-01,Riots,0
Singapore,2022-05-01,Strategic developments,0
Singapore,2022-05-01,Violence against civilians,0
Slovakia,2022-05-01,Battles,0
Slovakia,2022-05-01,Explosions/Remote violence,0
Slovakia,2022-05-01,Protests,6
Slovakia,2022-05-01,Riots,0
Slovakia,2022-05-01,Strategic developments,31
Slovakia,2022-05-01,Violence against civilians,0
Slovenia,2022-05-01,Battles,0
Slovenia,2022-05-01,Explosions/Remote violence,0
Slovenia,2022-05-01,Protests,1
Slovenia,2022-05-01,Riots,0
Slovenia,2022-05-01,Strategic developments,2
Slovenia,2022-05-01,Violence against civilians,0
South Africa,2022-05-01,Battles,0
South Africa,2022-05-01,Explosions/Remote violence,0
South Africa,2022-05-01,Protests,124
South Africa,2022-05-01,Riots,53
South Africa,2022-05-01,Strategic developments,1
South Africa,2022-05-01,Violence against civilians,13
South Korea,2022-05-01,Battles,0
South Korea,2022-05-01,Explosions/Remote violence,0
South Korea,2022-05-01,Protests,547
South Korea,2022-05-01,Riots,5
South Korea,2022-05-01,Strategic developments,0
South Korea,2022-05-01,Violence against civilians,0
Spain,2022-05-01,Battles,0
Spain,2022-05-01,Explosions/Remote violence,0
Spain,2022-05-01,Protests,381
Spain,2022-05-01,Riots,4
Spain,2022-05-01,Strategic developments,4
Spain,2022-05-01,Violence against civilians,1
Sri Lanka,2022-05-01,Battles,0
Sri Lanka,2022-05-01,Explosions/Remote violence,0
Sri Lanka,2022-05-01,Protests,124
Sri Lanka,2022-05-01,Riots,33
Sri Lanka,2022-05-01,Strategic developments,4
Sri Lanka,2022-05-01,Violence against civilians,0
Suriname,2022-05-01,Battles,0
Suriname,2022-05-01,Explosions/Remote violence,0
Suriname,2022-05-01,Protests,2
Suriname,2022-05-01,Riots,0
Suriname,2022-05-01,Strategic developments,0
Suriname,2022-05-01,Violence against civilians,0
Sweden,2022-05-01,Battles,0
Sweden,2022-05-01,Explosions/Remote violence,0
Sweden,2022-05-01,Protests,146
Sweden,2022-05-01,Riots,3
Sweden,2022-05-01,Strategic developments,1
Sweden,2022-05-01,Violence against civilians,0
Switzerland,2022-05-01,Battles,0
Switzerland,2022-05-01,Explosions/Remote violence,0
Switzerland,2022-05-01,Protests,23
Switzerland,2022-05-01,Riots,2
Switzerland,2022-05-01,Strategic developments,0
Switzerland,2022-05-01,Violence against civilians,0
Taiwan,2022-05-01,Battles,0
Taiwan,2022-05-01,Explosions/Remote violence,0
Taiwan,2022-05-01,Protests,69
Taiwan,2022-05-01,Riots,2
Taiwan,2022-05-01,Strategic developments,0
Taiwan,2022-05-01,Violence against civilians,0
Tanzania,2022-05-01,Battles,0
Tanzania,2022-05-01,Explosions/Remote violence,0
Tanzania,2022-05-01,Protests,1
Tanzania,2022-05-01,Riots,3
Tanzania,2022-05-01,Strategic developments,1
Tanzania,2022-05-01,Violence against civilians,4
Togo,2022-05-01,Battles,1
Togo,2022-05-01,Explosions/Remote violence,0
Togo,2022-05-01,Protests,0
Togo,2022-05-01,Riots,0
Togo,2022-05-01,Strategic developments,0
Togo,2022-05-01,Violence against civilians,0
United Kingdom,2022-05-01,Battles,0
United Kingdom,2022-05-01,Explosions/Remote violence,0
United Kingdom,2022-05-01,Protests,133
United Kingdom,2022-05-01,Riots,3
United Kingdom,2022-05-01,Strategic developments,1
United Kingdom,2022-05-01,Violence against civilians,0
Uzbekistan,2022-05-01,Battles,0
Uzbekistan,2022-05-01,Explosions/Remote violence,0
Uzbekistan,2022-05-01,Protests,13
Uzbekistan,2022-05-01,Riots,0
Uzbekistan,2022-05-01,Strategic developments,0
Uzbekistan,2022-05-01,Violence against civilians,2
eSwatini,2022-05-01,Battles,0
eSwatini,2022-05-01,Explosions/Remote violence,0
eSwatini,2022-05-01,Protests,4
eSwatini,2022-05-01,Riots,8
eSwatini,2022-05-01,Strategic developments,13
eSwatini,2022-05-01,Violence against civilians,1
Christmas Island,2022-05-01,Battles,0
Christmas Island,2022-05-01,Explosions/Remote violence,0
Christmas Island,2022-05-01,Protests,0
Christmas Island,2022-05-01,Riots,0
Christmas Island,2022-05-01,Strategic developments,0
Christmas Island,2022-05-01,Violence against civilians,0
Republic of Congo,2022-05-01,Battles,0
Republic of Congo,2022-05-01,Explosions/Remote violence,0
Republic of Congo,2022-05-01,Protests,0
Republic of Congo,2022-05-01,Riots,2
Republic of Congo,2022-05-01,Strategic developments,0
Republic of Congo,2022-05-01,Violence against civilians,1
Zimbabwe,2022-05-01,Battles,0
Zimbabwe,2022-05-01,Explosions/Remote violence,0
Zimbabwe,2022-05-01,Protests,3
Zimbabwe,2022-05-01,Riots,6
Zimbabwe,2022-05-01,Strategic developments,1
Zimbabwe,2022-05-01,Violence against civilians,2
Eritrea,2022-05-01,Battles,0
Eritrea,2022-05-01,Explosions/Remote violence,1
Eritrea,2022-05-01,Protests,0
Eritrea,2022-05-01,Riots,0
Eritrea,2022-05-01,Strategic developments,0
Eritrea,2022-05-01,Violence against civilians,0
North Korea,2022-05-01,Battles,0
North Korea,2022-05-01,Explosions/Remote violence,0
North Korea,2022-05-01,Protests,0
North Korea,2022-05-01,Riots,0
North Korea,2022-05-01,Strategic developments,10
North Korea,2022-05-01,Violence against civilians,0
Samoa,2022-05-01,Battles,0
Samoa,2022-05-01,Explosions/Remote violence,0
Samoa,2022-05-01,Protests,0
Samoa,2022-05-01,Riots,0
Samoa,2022-05-01,Strategic developments,1
Samoa,2022-05-01,Violence against civilians,0
Turkmenistan,2022-05-01,Battles,0
Turkmenistan,2022-05-01,Explosions/Remote violence,0
Turkmenistan,2022-05-01,Protests,0
Turkmenistan,2022-05-01,Riots,0
Turkmenistan,2022-05-01,Strategic developments,1
Turkmenistan,2022-05-01,Violence against civilians,0
Gambia,2022-05-01,Battles,0
Gambia,2022-05-01,Explosions/Remote violence,1
Gambia,2022-05-01,Protests,0
Gambia,2022-05-01,Riots,0
Gambia,2022-05-01,Strategic developments,1
Gambia,2022-05-01,Violence against civilians,0
Anguilla,2022-05-01,Battles,0
Anguilla,2022-05-01,Explosions/Remote violence,0
Anguilla,2022-05-01,Protests,0
Anguilla,2022-05-01,Riots,0
Anguilla,2022-05-01,Strategic developments,0
Anguilla,2022-05-01,Violence against civilians,0
Bahamas,2022-05-01,Battles,0
Bahamas,2022-05-01,Explosions/Remote violence,0
Bahamas,2022-05-01,Protests,0
Bahamas,2022-05-01,Riots,0
Bahamas,2022-05-01,Strategic developments,0
Bahamas,2022-05-01,Violence against civilians,0
Caribbean Netherlands,2022-05-01,Battles,0
Caribbean Netherlands,2022-05-01,Explosions/Remote violence,0
Caribbean Netherlands,2022-05-01,Protests,2
Caribbean Netherlands,2022-05-01,Riots,0
Caribbean Netherlands,2022-05-01,Strategic developments,0
Caribbean Netherlands,2022-05-01,Violence against civilians,0
Dominica,2022-05-01,Battles,0
Dominica,2022-05-01,Explosions/Remote violence,0
Dominica,2022-05-01,Protests,3
Dominica,2022-05-01,Riots,0
Dominica,2022-05-01,Strategic developments,0
Dominica,2022-05-01,Violence against civilians,0
Greenland,2022-05-01,Battles,0
Greenland,2022-05-01,Explosions/Remote violence,0
Greenland,2022-05-01,Protests,1
Greenland,2022-05-01,Riots,0
Greenland,2022-05-01,Strategic developments,0
Greenland,2022-05-01,Violence against civilians,0
Guam,2022-05-01,Battles,0
Guam,2022-05-01,Explosions/Remote violence,0
Guam,2022-05-01,Protests,1
Guam,2022-05-01,Riots,0
Guam,2022-05-01,Strategic developments,0
Guam,2022-05-01,Violence against civilians,0
Lesotho,2022-05-01,Battles,0
Lesotho,2022-05-01,Explosions/Remote violence,0
Lesotho,2022-05-01,Protests,3
Lesotho,2022-05-01,Riots,1
Lesotho,2022-05-01,Strategic developments,0
Lesotho,2022-05-01,Violence against civilians,0
Malta,2022-05-01,Battles,0
Malta,2022-05-01,Explosions/Remote violence,0
Malta,2022-05-01,Protests,4
Malta,2022-05-01,Riots,0
Malta,2022-05-01,Strategic developments,0
Malta,2022-05-01,Violence against civilians,0
